Provider,Service,Sector,Quantity,Price,Date
Microsoft,Database,Private,,76.25,2016-09-07
Amazon,Data Science,,,53.5,2001-03-22
Microsoft,Authentication,Private,50,65.5,2014-10-24
Facebook,Authentication,NGO,7,,2001-04-19
Amazon,Processor,,,77.25,2005-04-12
Google,Compute,Public,,,2011-04-01
Amazon,Containers,Public,,59.25,2002-07-15
Cisco,Processor,Private,14,56.5,2000-06-03
Oracle,Database,NGO,28,,2011-09-18
Facebook,Data Science,Private,7,,2007-06-19
IBM,Storage,Private,9,,2005-08-08
Facebook,Compute,Public,,76.5,2000-08-23
Oracle,Storage,NGO,39,,2017-04-22
IBM,Database,,2,,2009-03-17
Facebook,Authentication,,,54.25,2015-08-13
Amazon,Storage,Public,,,2016-07-16
Cisco,Compute,,5,,2003-06-03
Amazon,Compute,Public,26,79.75,2008-05-09
Oracle,Processor,,1,61.75,2018-07-21
Facebook,Authentication,NGO,,60,2016-06-22
Amazon,Compute,Public,,66.5,2012-05-09
Cisco,Data Science,Private,,59,2012-09-20
Cisco,Compute,,,,2004-05-06
Amazon,Containers,NGO,4,,2006-05-10
Cisco,Containers,Private,,,2019-06-19
Cisco,Containers,NGO,36,71,2018-05-06
IBM,Processor,NGO,50,68.75,2019-09-23
Amazon,Database,Public,,54.25,2007-09-18
Google,Containers,NGO,43,55.5,2012-02-16
Microsoft,Storage,Private,2,,2012-04-17
Cisco,Compute,NGO,,66.25,2009-07-24
Google,Compute,Public,,74.75,2010-12-26
Facebook,Database,Public,,54.25,2016-07-23
Facebook,Storage,,,,2015-05-15
Oracle,Data Science,Public,45,,2003-05-16
Cisco,Compute,Public,,,2001-06-22
Microsoft,Compute,NGO,,,2015-10-25
Cisco,Storage,NGO,,69,2013-09-11
Facebook,Compute,,38,50.5,2016-09-15
Microsoft,Storage,,,53.75,2012-07-03
Google,Authentication,Public,,,2003-02-12
Amazon,Database,Private,,74.75,2005-08-11
Facebook,Containers,NGO,50,,2014-03-25
Cisco,Database,Public,,68.25,2004-03-03
Microsoft,Processor,Private,15,72,2006-06-23
Facebook,Storage,Public,49,67,2003-09-19
Microsoft,Storage,NGO,13,,2016-03-08
Cisco,Containers,Private,,53,2017-07-17
IBM,Processor,,43,79,2016-07-04
Google,Storage,Private,,62,2012-05-22
Oracle,Processor,,,66.75,2011-04-25
Cisco,Containers,Public,5,,2011-04-06
IBM,Containers,,14,,2017-05-17
Google,Containers,NGO,25,,2011-07-11
IBM,Compute,,10,68.25,2002-07-17
Facebook,Authentication,,,76.25,2000-10-13
IBM,Database,Private,30,,2015-03-18
IBM,Compute,NGO,1,73,2017-04-03
IBM,Data Science,NGO,,,2004-09-19
Facebook,Compute,Public,40,59.25,2005-05-11
Oracle,Containers,Private,16,70.5,2010-06-14
Cisco,Compute,NGO,44,54.5,2003-04-09
Cisco,Authentication,NGO,35,,2007-09-26
Amazon,Processor,NGO,16,56.5,2012-04-26
Cisco,Processor,Private,36,63.75,2014-03-17
Microsoft,Containers,,40,68.25,2009-06-18
Amazon,Containers,NGO,,,2016-07-04
Google,Data Science,Public,,55.25,2011-10-08
Amazon,Data Science,NGO,45,56.75,2004-08-14
Microsoft,Data Science,NGO,,,2019-07-13
IBM,Authentication,,42,61.25,2009-05-17
Oracle,Authentication,Public,,74.75,2006-08-25
Oracle,Data Science,NGO,19,58.5,2005-05-20
Google,Containers,,37,65.25,2001-05-24
Facebook,Database,NGO,,,2004-07-08
Amazon,Authentication,Public,,62.25,2019-05-05
Google,Processor,Private,,76.5,2019-03-14
Cisco,Database,,8,68.25,2003-05-03
Cisco,Database,Private,24,58.5,2017-04-09
Oracle,Containers,NGO,,,2009-04-01
Facebook,Database,Public,,70.75,2014-04-18
Google,Containers,Public,,,2004-03-15
Microsoft,Data Science,,3,,2013-08-20
IBM,Data Science,,,,2019-05-10
Microsoft,Database,Private,,74.25,2007-04-25
Cisco,Storage,Public,25,53.25,2011-02-16
Microsoft,Data Science,Private,,59.25,2016-09-19
Amazon,Processor,Private,16,56,2011-05-26
Amazon,Database,Public,37,62.25,2011-03-21
IBM,Storage,,,,2011-09-10
Microsoft,Database,NGO,,,2011-04-01
Oracle,Data Science,Public,41,61.25,2000-06-03
IBM,Processor,Public,9,,2014-08-20
Cisco,Storage,,,59.75,2013-05-12
Cisco,Authentication,,,66.5,2019-08-05
Facebook,Storage,,4,78.75,2001-10-21
Cisco,Processor,,,68.25,2004-06-10
Cisco,Containers,NGO,,,2001-07-02
Cisco,Authentication,,15,,2016-05-11
IBM,Authentication,NGO,,53,2002-03-07
Google,Database,NGO,,,2002-06-17
Facebook,Containers,Private,39,70.25,2014-05-25
Oracle,Data Science,,46,78.5,2003-07-15
Amazon,Database,Private,,71,2000-07-07
IBM,Compute,,,,2013-05-04
Oracle,Database,Public,,71,2011-07-07
Microsoft,Processor,Private,,,2004-06-15
Facebook,Compute,Private,38,66.75,2008-05-22
IBM,Database,Public,,,2019-06-14
Amazon,Database,NGO,37,,2002-05-13
Google,Processor,NGO,,52.5,2004-07-15
Microsoft,Database,Private,,66,2003-08-16
IBM,Compute,NGO,44,,2005-07-12
Oracle,Processor,Private,,68,2012-04-17
Microsoft,Containers,Private,48,,2001-09-21
IBM,Database,NGO,,56.5,2018-07-02
Microsoft,Containers,Public,2,77.5,2010-05-02
Oracle,Containers,NGO,47,70.5,2016-05-12
Cisco,Processor,NGO,49,76,2019-06-06
Microsoft,Authentication,NGO,50,68.75,2018-08-22
Google,Compute,,42,74,2000-06-24
Amazon,Authentication,NGO,,75.5,2016-04-26
Facebook,Containers,Private,,,2002-08-03
Google,Authentication,,12,,2015-06-23
Oracle,Compute,Public,26,,2011-09-23
Amazon,Data Science,NGO,43,62.75,2012-08-13
IBM,Database,NGO,,73,2002-07-14
Google,Storage,,19,,2013-06-25
Oracle,Containers,Public,42,,2014-08-13
Microsoft,Data Science,,12,54.25,2009-09-18
Oracle,Containers,,,74.5,2006-05-03
Facebook,Data Science,NGO,,51,2008-06-17
Facebook,Containers,NGO,12,67.5,2019-09-26
Amazon,Database,,19,71,2018-06-14
Oracle,Database,NGO,47,,2019-04-26
Cisco,Compute,,,66.25,2006-06-03
Microsoft,Storage,,1,73.25,2012-06-19
Oracle,Data Science,Public,16,62.5,2002-03-02
Cisco,Processor,Public,,59.75,2001-05-18
Facebook,Authentication,NGO,22,,2019-01-15
Google,Containers,NGO,1,52.75,2003-05-09
Oracle,Compute,NGO,,67.75,2010-05-12
IBM,Data Science,Private,,63.5,2005-03-04
Oracle,Processor,Private,42,,2013-07-02
Facebook,Database,Public,,,2000-04-14
Facebook,Database,Private,46,,2003-04-02
Facebook,Data Science,,24,54,2003-05-20
Cisco,Compute,Public,,,2005-04-14
Microsoft,Containers,Private,34,,2016-06-13
Microsoft,Data Science,NGO,,68.25,2018-07-09
Cisco,Processor,Public,,67.25,2001-09-18
Cisco,Database,NGO,,,2000-07-18
Cisco,Storage,,26,79.25,2009-07-05
Amazon,Containers,Private,,72,2015-07-14
Facebook,Database,,,,2008-09-10
Amazon,Storage,,25,,2015-07-22
Facebook,Data Science,Private,,72.25,2006-05-09
Cisco,Compute,Public,32,76.75,2017-06-03
IBM,Storage,,,,2002-05-18
Microsoft,Data Science,Public,,70.75,2001-08-13
IBM,Processor,Private,,66.75,2007-09-25
Google,Containers,Public,,54.25,2005-08-06
Cisco,Compute,NGO,41,62.25,2015-07-18
Google,Database,Public,11,,2004-05-11
Microsoft,Containers,Public,13,,2005-04-18
Amazon,Compute,NGO,,,2010-05-14
Cisco,Authentication,Private,,51.25,2000-05-11
Facebook,Compute,,7,50.75,2008-07-05
Amazon,Storage,Private,2,78.25,2006-08-22
Google,Containers,,,,2013-06-01
Cisco,Processor,NGO,,56,2005-03-12
Cisco,Compute,Public,25,71,2000-07-20
Facebook,Storage,Public,28,54,2017-05-01
Facebook,Storage,Private,22,,2008-08-19
Amazon,Authentication,Private,27,68.75,2018-05-25
Amazon,Containers,,,51.25,2006-03-12
Amazon,Data Science,,,59.75,2005-07-03
IBM,Compute,Public,26,,2009-05-22
IBM,Database,NGO,4,65,2019-07-10
Facebook,Data Science,NGO,,,2006-06-22
Facebook,Storage,Public,44,,2012-09-21
Google,Authentication,Private,,,2015-08-07
Oracle,Authentication,Private,,,2013-08-22
Oracle,Containers,Public,,,2002-06-23
Cisco,Storage,,16,,2008-06-02
IBM,Data Science,Public,,53.75,2016-06-17
Amazon,Data Science,Public,,78,2018-05-01
Google,Compute,Public,,,2010-05-05
IBM,Data Science,Public,,,2006-06-10
Microsoft,Data Science,Public,,62.25,2010-07-10
IBM,Data Science,Public,,,2007-05-04
Amazon,Compute,Public,40,,2007-08-26
Google,Compute,Private,,,2000-06-04
Google,Processor,Private,36,,2001-02-14
IBM,Database,Private,24,,2013-03-22
Amazon,Compute,NGO,35,75.25,2011-08-06
Microsoft,Containers,NGO,,74.5,2007-04-06
Oracle,Authentication,Public,,,2000-05-26
Facebook,Database,,46,,2019-06-18
Cisco,Storage,,,,2018-07-02
Google,Containers,Public,,,2008-05-25
Microsoft,Compute,NGO,10,,2015-08-10
IBM,Data Science,Public,,74.75,2008-08-01
Amazon,Database,NGO,49,57.5,2013-01-19
Oracle,Containers,Private,,69,2018-03-10
Microsoft,Processor,,,68.75,2011-06-11
Microsoft,Compute,Public,,58.5,2014-06-09
Amazon,Processor,Public,31,,2001-08-06
IBM,Processor,Private,,,2003-06-19
Oracle,Database,Private,4,,2004-06-20
Microsoft,Processor,Private,,,2003-08-20
Facebook,Compute,Private,,,2006-03-03
Facebook,Processor,NGO,45,54.75,2011-05-08
Facebook,Processor,Private,,77.25,2013-08-12
Facebook,Authentication,Public,,77,2017-05-16
Microsoft,Storage,Public,12,78.25,2002-05-25
Cisco,Authentication,,,,2003-09-10
IBM,Compute,,43,,2011-04-04
Oracle,Data Science,Private,,72.5,2016-07-15
Amazon,Database,,,,2018-07-05
IBM,Containers,Private,,52.25,2013-08-18
Oracle,Data Science,,,56.25,2003-06-19
Cisco,Compute,NGO,,59.25,2010-04-24
IBM,Containers,,47,76.5,2003-05-23
Amazon,Containers,Private,,64.25,2012-04-17
Amazon,Authentication,Private,,50.75,2017-07-09
Microsoft,Containers,Private,,,2014-07-21
Cisco,Storage,Public,,73.75,2019-06-18
Cisco,Processor,Private,34,,2013-05-08
Google,Processor,Private,,54,2008-05-01
Microsoft,Compute,,10,,2010-05-06
Microsoft,Authentication,Private,36,53.25,2007-05-02
Google,Authentication,,37,77,2002-07-12
Oracle,Compute,Public,7,,2017-05-04
Facebook,Data Science,NGO,33,,2009-07-21
Google,Compute,NGO,32,,2015-04-01
Cisco,Containers,Private,5,,2004-04-04
Cisco,Database,,24,,2015-04-19
Google,Compute,Public,,63.25,2010-06-20
Google,Database,Public,18,70.25,2016-06-16
Microsoft,Compute,NGO,,58.75,2011-04-16
Microsoft,Database,,46,71.75,2007-04-17
Google,Data Science,Private,,,2005-05-25
Google,Data Science,Public,47,66.25,2002-03-24
IBM,Containers,Private,49,60.25,2012-03-22
Microsoft,Processor,,11,,2005-06-09
Amazon,Containers,Public,,64.75,2014-08-20
IBM,Data Science,Private,43,64,2015-06-18
IBM,Database,NGO,,54.25,2018-05-04
IBM,Data Science,NGO,,79,2009-04-02
Google,Processor,,,,2015-04-25
Facebook,Processor,Public,,,2006-07-14
Cisco,Authentication,NGO,,78,2002-05-19
IBM,Data Science,Public,28,65.25,2007-08-04
Cisco,Processor,,,58.25,2008-06-09
Google,Compute,Private,25,52.5,2018-07-24
Google,Database,NGO,,78.25,2006-05-04
IBM,Authentication,Public,15,73.5,2012-07-23
Microsoft,Storage,,27,68.75,2014-09-11
Microsoft,Database,NGO,,,2004-04-26
IBM,Compute,,8,56.75,2016-06-08
Amazon,Compute,NGO,39,,2004-09-23
Oracle,Processor,Private,,,2005-10-10
Cisco,Data Science,,,,2017-04-16
Cisco,Authentication,Private,27,63,2006-09-15
Facebook,Processor,Private,,55,2016-06-07
IBM,Containers,Public,,63.25,2009-07-03
IBM,Compute,Private,35,50,2001-08-12
IBM,Storage,Private,,76,2015-06-10
Amazon,Database,,,55.5,2004-08-13
Microsoft,Authentication,,,73.75,2011-04-12
Google,Containers,Private,,78.75,2000-07-11
Amazon,Authentication,,,50.5,2007-07-23
IBM,Storage,NGO,,,2003-04-22
Microsoft,Storage,NGO,46,53,2017-06-13
IBM,Processor,Private,,66.25,2013-05-15
Amazon,Database,Private,34,50,2012-12-08
Microsoft,Storage,,,67,2012-05-03
IBM,Database,,,,2010-06-05
Google,Processor,Private,,69.25,2012-03-16
Oracle,Compute,,27,54,2001-05-08
Amazon,Authentication,NGO,,56.5,2004-05-13
Google,Database,Public,,,2014-03-04
Microsoft,Database,NGO,13,,2018-03-13
Microsoft,Storage,Public,45,64.75,2010-05-21
Google,Containers,NGO,4,,2016-08-18
Cisco,Compute,Private,,,2012-10-19
Oracle,Compute,,32,,2016-06-21
IBM,Authentication,Public,9,,2010-10-18
Microsoft,Database,Public,,77.5,2002-07-18
IBM,Storage,Private,49,,2004-06-21
Cisco,Containers,Public,45,,2003-08-01
Oracle,Database,,27,71.25,2000-06-04
Cisco,Processor,Public,,65,2011-09-23
Microsoft,Processor,,20,58,2011-05-21
Google,Database,NGO,,62.75,2011-11-14
Google,Authentication,Public,42,71.25,2003-07-23
Microsoft,Authentication,Public,11,74.75,2007-06-18
Cisco,Compute,Public,35,,2016-05-05
Cisco,Database,Public,,53,2019-09-03
Google,Authentication,NGO,3,78,2015-04-16
Oracle,Authentication,Private,42,56,2004-06-09
Facebook,Data Science,Public,24,63.5,2011-05-20
Cisco,Compute,,,71.75,2011-06-22
IBM,Data Science,NGO,49,59.75,2017-08-01
Amazon,Data Science,Public,34,,2012-05-18
Facebook,Compute,Public,46,,2002-09-17
Google,Processor,NGO,19,61,2009-06-20
Cisco,Storage,Private,21,,2005-08-08
Cisco,Data Science,NGO,6,72.75,2018-02-19
Cisco,Storage,Private,39,59.25,2006-07-03
Google,Authentication,Public,46,,2010-08-04
Facebook,Containers,Private,25,57,2011-06-17
Cisco,Data Science,NGO,42,,2013-05-24
Oracle,Compute,NGO,,71.5,2015-04-05
Google,Containers,,12,,2007-09-23
IBM,Processor,,40,,2011-08-08
Cisco,Containers,NGO,45,58.5,2001-05-09
IBM,Storage,NGO,,72.25,2007-06-23
Amazon,Compute,NGO,,75,2002-08-14
Google,Database,NGO,,79,2017-05-18
Oracle,Storage,NGO,37,68.75,2004-07-19
Microsoft,Processor,Private,2,69,2000-04-07
Amazon,Storage,,,57.5,2008-07-15
Amazon,Data Science,NGO,,69.25,2008-05-22
Google,Database,Public,20,,2015-06-18
Microsoft,Storage,Private,,,2004-09-22
Google,Compute,Private,,,2010-05-03
Oracle,Database,Public,,54,2018-01-20
Google,Authentication,,,69.75,2002-04-23
Oracle,Data Science,Public,39,56.5,2018-09-09
Amazon,Data Science,Public,,51.25,2018-06-10
Oracle,Database,,45,,2003-06-07
Cisco,Database,NGO,,,2004-04-06
Google,Data Science,Public,19,62.25,2005-08-21
Facebook,Storage,,,65,2009-08-18
Amazon,Data Science,Public,39,,2007-03-13
Google,Storage,Public,33,79,2016-07-12
Oracle,Authentication,NGO,8,67,2002-05-05
Cisco,Processor,Private,0,51.75,2012-08-18
IBM,Containers,Public,,67.75,2002-07-22
IBM,Compute,Public,44,78.25,2003-08-03
Amazon,Storage,Public,48,,2004-09-10
Facebook,Authentication,Private,30,,2005-03-06
Oracle,Database,Private,,73.5,2008-06-14
Facebook,Containers,Private,,69.75,2010-07-26
Microsoft,Compute,Private,1,60.75,2016-09-23
Oracle,Compute,,11,52.5,2006-09-24
Cisco,Storage,Private,,58.25,2015-07-02
Microsoft,Database,Public,,63.25,2003-03-14
Cisco,Processor,Public,,64.25,2019-07-21
Facebook,Authentication,Private,22,66.75,2014-06-25
Amazon,Processor,,,72,2010-07-09
Cisco,Data Science,NGO,,52.25,2002-05-18
Oracle,Data Science,NGO,,,2006-03-15
Microsoft,Data Science,,46,50.5,2012-04-14
Oracle,Data Science,Public,,77,2005-06-24
Microsoft,Processor,Private,,52.5,2007-07-02
Amazon,Authentication,NGO,33,,2007-07-15
Facebook,Storage,Public,,,2015-10-21
Amazon,Database,NGO,,52.25,2006-05-24
Microsoft,Processor,,,,2013-07-06
IBM,Storage,,,,2001-06-23
Cisco,Data Science,,19,,2000-07-04
Microsoft,Storage,,,,2002-03-05
Amazon,Processor,Private,31,60.75,2010-04-10
Google,Database,Public,,61,2019-04-18
Cisco,Database,Private,43,,2014-04-22
IBM,Containers,NGO,41,74.5,2015-06-18
Google,Storage,Public,20,72,2004-02-04
Cisco,Authentication,Private,,63.75,2006-11-06
Cisco,Processor,,,63.75,2014-08-12
Cisco,Authentication,,,60.75,2004-01-05
IBM,Compute,Private,44,71.75,2018-06-22
Facebook,Database,Public,49,76.75,2019-04-20
Cisco,Storage,,33,,2013-03-10
Google,Storage,NGO,3,67.75,2013-06-07
Microsoft,Authentication,NGO,,60.25,2019-03-12
Microsoft,Storage,Public,,,2017-09-10
IBM,Containers,NGO,24,71.75,2008-09-20
Oracle,Database,Private,,54.75,2015-07-18
Facebook,Authentication,Private,,76,2019-06-11
Amazon,Containers,,20,77.5,2013-05-18
IBM,Data Science,NGO,5,76.5,2004-08-03
Amazon,Containers,,,,2002-04-16
Oracle,Storage,Public,,,2001-05-03
Microsoft,Compute,Public,,,2009-07-26
Oracle,Compute,,35,54.75,2000-06-07
Microsoft,Storage,NGO,,51.75,2003-08-16
Oracle,Containers,,,,2008-05-25
Oracle,Containers,Public,,,2001-06-23
Oracle,Authentication,NGO,,57.25,2005-06-08
Microsoft,Containers,Public,35,72.75,2011-07-11
Oracle,Storage,Public,,53.5,2016-05-18
Microsoft,Storage,Public,41,72.75,2002-07-15
Google,Compute,Private,46,,2010-05-14
Oracle,Containers,NGO,,,2014-05-05
IBM,Data Science,,,63,2013-05-04
Microsoft,Storage,Private,32,,2001-08-08
Oracle,Authentication,Public,,66.5,2002-04-18
Facebook,Processor,NGO,,56.75,2008-10-09
Facebook,Data Science,,20,73,2011-05-11
Cisco,Compute,Public,,63.75,2003-06-23
Amazon,Authentication,Public,3,55.25,2017-07-25
Cisco,Storage,NGO,13,,2018-05-09
IBM,Data Science,Private,,,2009-04-15
Amazon,Database,,24,63,2010-07-09
Microsoft,Containers,NGO,25,76.75,2016-07-12
Oracle,Processor,,,,2015-08-09
Facebook,Database,Private,7,63.75,2019-06-14
IBM,Containers,NGO,34,64,2007-05-16
Amazon,Containers,Private,43,77.5,2001-03-24
Google,Database,NGO,,,2018-07-26
Oracle,Processor,,21,,2013-10-02
Amazon,Storage,NGO,,69.25,2005-06-06
Amazon,Containers,Private,,,2006-07-03
IBM,Storage,Public,20,76.75,2010-03-07
Microsoft,Authentication,Private,,50.75,2010-06-05
Google,Containers,Private,,70.5,2008-05-13
Oracle,Database,NGO,26,,2013-07-08
Amazon,Containers,,,79.5,2006-01-17
Microsoft,Database,Private,23,67.75,2012-06-11
Facebook,Storage,,17,73.25,2000-07-25
Facebook,Data Science,Private,8,50,2019-02-22
Facebook,Database,,24,55.25,2013-07-01
Facebook,Compute,NGO,18,73.75,2010-06-23
Cisco,Database,,,,2012-06-03
Google,Data Science,NGO,37,57.75,2014-04-03
Amazon,Compute,,,,2018-09-03
Cisco,Data Science,,8,70.5,2014-08-04
Google,Compute,Public,49,60,2015-04-19
Oracle,Compute,,1,,2006-06-04
Amazon,Database,Private,4,,2009-06-24
Oracle,Containers,NGO,,58.5,2003-04-23
IBM,Processor,,,78,2000-06-13
IBM,Data Science,NGO,,,2005-03-21
IBM,Processor,NGO,12,56.25,2006-01-24
IBM,Storage,NGO,,70.5,2004-05-14
Amazon,Authentication,,28,72.25,2015-04-18
Oracle,Database,NGO,45,,2013-07-21
IBM,Containers,NGO,,66.75,2007-10-17
Oracle,Compute,,,,2000-04-23
Facebook,Authentication,Private,,,2016-06-09
Google,Compute,Private,37,63.25,2011-07-13
Cisco,Data Science,NGO,,61.25,2008-09-02
Google,Compute,Public,,,2013-07-17
Amazon,Authentication,,45,56.75,2010-05-21
Facebook,Containers,Private,,63.25,2010-06-12
Google,Storage,Public,7,72.5,2010-06-07
Microsoft,Containers,NGO,,52.25,2009-08-06
IBM,Compute,Private,,72.75,2007-07-18
Facebook,Containers,Public,28,76,2010-01-08
IBM,Authentication,Private,17,,2005-06-21
Cisco,Authentication,NGO,,,2018-10-21
Google,Compute,Public,24,66.25,2010-08-26
Cisco,Compute,NGO,,51,2002-05-09
Amazon,Authentication,,14,,2015-08-12
Cisco,Compute,,23,,2011-05-08
Amazon,Data Science,Private,0,50.25,2004-05-13
Oracle,Authentication,Public,8,66.75,2019-07-12
Oracle,Authentication,Public,,,2002-03-15
Facebook,Containers,NGO,13,66.5,2010-05-22
Cisco,Compute,,7,70.25,2012-09-01
IBM,Compute,NGO,,,2010-10-19
Facebook,Storage,,,75,2004-06-15
Oracle,Database,Public,,56.25,2013-06-13
Oracle,Storage,NGO,13,,2014-02-24
Google,Database,,47,68,2003-06-01
Microsoft,Containers,,39,69,2016-05-26
IBM,Containers,NGO,17,64,2004-05-25
Microsoft,Authentication,Private,12,74.75,2019-05-25
IBM,Authentication,NGO,18,,2019-06-22
Facebook,Containers,,,72.5,2006-03-24
Cisco,Processor,Private,20,74.5,2005-05-07
Facebook,Storage,Private,,50.75,2002-05-11
Oracle,Authentication,Private,28,69.75,2019-06-01
IBM,Processor,,10,66,2010-04-23
IBM,Database,NGO,26,67.25,2001-01-11
IBM,Compute,,14,,2009-05-01
Oracle,Compute,,20,62.5,2016-04-08
Facebook,Authentication,NGO,3,60.25,2003-08-21
Facebook,Containers,Private,4,66,2005-05-26
Amazon,Database,Public,9,51,2013-06-06
Facebook,Data Science,,32,,2004-05-21
Facebook,Authentication,NGO,,67.5,2015-07-08
Google,Authentication,Private,42,,2015-05-16
Amazon,Storage,Private,,,2016-04-16
Google,Storage,NGO,,66.75,2019-06-26
Amazon,Processor,Public,,,2006-04-06
Cisco,Processor,NGO,,,2005-04-07
Facebook,Storage,NGO,43,79.75,2001-09-06
Google,Processor,NGO,,50.5,2015-08-02
Cisco,Data Science,Public,,78,2011-10-19
Microsoft,Containers,NGO,,72,2000-03-13
Oracle,Compute,Public,24,,2010-07-03
Oracle,Processor,Public,37,63.75,2006-03-04
IBM,Containers,Private,4,,2016-04-04
Google,Containers,NGO,,59.75,2003-05-11
Amazon,Containers,Public,,57.5,2004-08-05
Amazon,Database,NGO,4,,2003-06-21
Facebook,Authentication,Private,,78.5,2018-04-07
Microsoft,Processor,Private,,,2013-09-03
IBM,Data Science,Public,,64.5,2004-06-03
IBM,Containers,NGO,,53,2004-08-23
Cisco,Compute,NGO,,,2012-05-18
Facebook,Containers,,,72.5,2016-08-09
Google,Data Science,NGO,19,,2010-05-03
Cisco,Storage,NGO,26,,2017-05-18
